"Name","Manufacturing Industry related","Abbreviation","Short description","Latest version","Latest activity found","Project page or publication","Ontology URI","RDF/XML file","Turtle file","Download location","Authors/creators","License"
"Statistical classification of products by activity","yes","CPA","CPA 2.1 is the European version of the CPC 2.1 (Central Product Classifications of the United Nations) and with a structure based on NACE 2 according to the criterion of economic origin (and thus the definition of the economic activities).","2.1","2024-01-04","https://op.europa.eu/en/web/eu-vocabularies/dataset/-/resource?uri=http://publications.europa.eu/resource/dataset/cpa21","http://data.europa.eu/ehl/cpa21/cpa21","https://op.europa.eu/o/opportal-service/euvoc-download-handler?cellarURI=http%3A%2F%2Fpublications.europa.eu%2Fresource%2Fcellar%2Fc2c67eac-c1d4-11ee-b164-01aa75ed71a1.0001.02%2FDOC_1&fileName=ESTAT-CPA21.rdf","","","Eurostat","Information not available"
"Storage Media Vocabulary","yes","Information not available","Vocabulary to describe hard disk drives, solid-state drives, USB flash drives, memory cards.","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/storagemedia.html","http://purl.org/opdm/storagemedia#","http://purl.org/opdm/storagemedia#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Tablet PC Vocabulary","yes","Information not available","Vocabulary to describe tablet PCs.","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/tablet.html","http://purl.org/opdm/tablet#","http://purl.org/opdm/tablet#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Television Vocabulary","yes","Information not available","Vocabulary to describe TV sets.","Information not available","Information not available","https://ebusiness-unibw.org/ontologies/opdm/television.html","http://purl.org/opdm/television#","http://purl.org/opdm/television#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Top Level Ontology of Ontology-based-InformationFlow-Industry-40","yes","Information not available","Combines existing concepts of established vocabularies (such as SSN),but not only uses those concepts to build a robust top-level starting point, but extends them by enhancing the ontology with core-concepts of manufacturing-related terms.","Information not available","2017-12-15","https://github.com/ko3n1g/Ontology-based-InformationFlow-Industry-4.0","http://localhost/concept/oml/gn#","","https://raw.githubusercontent.com/ko3n1g/Ontology-based-InformationFlow-Industry-4.0/master/code/_ontology/schema/ManufacturingOntologyLanguage.gn.ttl","","Oliver König","MIT"
"Units of measure (uom)","yes","Information not available","Unit of measure ontology for Product Lifecycle Management RDL.","0.9.1","2022-09-26","https://rds.posccaesar.org/ontology/plm/ont/uom/","http://rds.posccaesar.org/ontology/plm/ont/uom","https://rds.posccaesar.org/ontology/plm/ont/uom/0.9.0/plm-uom.rdf","https://rds.posccaesar.org/ontology/plm/ont/uom/0.9.0/plm-uom.ttl","","Johan Wilhelm Klüwer","CC-BY-SA 4.0"
"Utility vocabulary of OPDM Category Scheme based on the taxonomy of product types defined by Google","yes","Information not available","A utility RDF vocabulary for the taxonomy of product types defined by Google needed across all Product Type Ontologies (PTOs) in OPDM. The Google categories of product types is available online at http://www.google.com/basepages/producttype/taxonomy.en-US.txt.","Information not available","Information not available","Information not available","http://purl.org/opdm/category/google#","http://www.ebusiness-unibw.org/ontologies/opdm/category/google.owl","http://www.ebusiness-unibw.org/ontologies/opdm/category/google.ttl","","E-Business and Web Science Research Group (http://www.unibw.de/ebusiness/)","Information not available"
"Vacuum Cleaner Vocabulary","yes","Information not available","Vocabulary to describe vacuum cleaners.","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/vacuum.html","http://purl.org/opdm/vacuum#","http://purl.org/opdm/vacuum#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"VDI 2206 Ontology-Design-Pattern","yes","Information not available","An ontology of a section of VDI guideline 2206 that contains a lightweight model to describe the abstract structure of machines.","2.0.0","2023-02-22","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI2206","http://www.hsu-ifa.de/ontologies/VDI2206","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI2206/master/VDI2206.owl","","","Janni Kreisberg (via Git commits, might be incomplete)","MIT"
"VDI 2860 Ontology-Design-Pattern","yes","Information not available","An ontology design pattern of VDI guideline 2860 which describes handling operations and the way they are made up of atomic actions.","2.0.0","2023-11-17","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI2860","http://www.w3id.org/hsu-aut/VDI2860","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI2860/master/VDI2860.owl","","","Janni Kreisberg,Aljosha Köcher (via Git commits, might be incomplete)","MIT"
"VDI 3682 Ontology-Design-Pattern","yes","Information not available","An ontology design pattern of VDI guideline 3682 which contains Formalized Process Descripion, a very lightweight way to describe processes in general.","4.0.1","2023-09-05","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI3682","http://www.w3id.org/hsu-aut/VDI3682","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI3682/master/VDI3682.owl","","","Aljosha Köcher,Miguel Vieira da Silva,Janni Kreisberg (via Git commits, might be incomplete)","MIT"
"VDI 5100 Ontology-Design-Pattern","yes","Information not available","An ontology design pattern of the industrial standard VDI 5100, a System Architecture for Intralogistics (SAIL).","1.0.0","2023-01-06","https://github.com/hsu-aut/IndustrialStandard-ODP-VDI5100","http://www.hsu-ifa.de/ontologies/VDI5100","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDI5100/main/VDI5100.owl","","","Tom Westermann (via Git commits, might be incomplete)","MIT"
"VDI VDE NAMUR 2658","yes","Information not available","Probably an ontology about automation engineering of modular systems in the process industry (source: https://www.vdi.de/richtlinien/details/vdivdenamur-2658-blatt-1-automatisierungstechnisches-engineering-modularer-anlagen-in-der-prozessindustrie-allgemeines-konzept-und-schnittstellen).","Information not available","2023-07-31","https://github.com/hsu-aut/IndustrialStandard-ODP-VDIVDENAMUR2658","http://www.hsu-ifa.de/ontologies/VDIVDENAMUR2658","https://raw.githubusercontent.com/hsu-aut/IndustrialStandard-ODP-VDIVDENAMUR2658/main/VDIVDENAMUR2658.owl","","","Information not available","Information not available"
"Vehicle Sales Ontology for Semantic Web-based E-Commerce","yes","VSO","The Vehicle Sales Ontology is a Web vocabulary for describings cars, boats, bikes and other vehicles for e-commerce.","1.0","2010-10-02","https://www.heppnetz.de/ontologies/vso/ns","http://purl.org/vso/ns#","https://www.heppnetz.de/ontologies/vso/ns.owl","","","Martin Hepp","CC-BY 3.0"
"Versioning Ontology","yes","VERONTO","VERONTO is an ontology to manage the information change of family product in time through versioning during its life cycle.","1.0","2018-05-01","https://data.ontocommons.linkeddata.es/vocabulary/VersioningOntology(veronto)","https://ontohub.org/veronto/veronto_v04-18.owl","https://ontohub.org/repositories/veronto/3ba887e774a6191ef2cc39cf1e14d7a36e2e0c41/download/veronto_v04-18.owl","","","Sonzini Soledad,Vegetti Marcela,Leone Horacio","CC-BY 4.0"
"Vicinity core model","yes","Information not available","This ontology represent the core terms to allow interoperability in an IoT context based on VICINITY technological solutions.","0.2.4","2019-01-30","http://iot.linkeddata.es/def/core/index-en.html","http://iot.linkeddata.es/def/core#","","http://iot.linkeddata.es/def/core/ontology.ttl","","María Poveda Villalón,Raúl García Castro,Fernando Serena","CC-BY 4.0"
"Video Camera Vocabulary","yes","Information not available","Vocabulary to describe camcorders.","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/videocamera.html","http://purl.org/opdm/videocamera#","http://purl.org/opdm/videocamera#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Video Projectors Vocabulary","yes","Information not available","Vocabulary to describe video projectors.","Information not available","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/videoprojector.html","http://purl.org/opdm/videoprojector#","http://purl.org/opdm/videoprojector#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Virtual Asset Representation Ontology","yes","Information not available","The VAR Ontology enables the data exchange between different agents in assembly scenarios to enable adaptive, interactive, assistive and collaborative workplaces.","0.2","2021-12-01","https://fundaciontekniker.github.io/a4blue-ontology/var/index-en.html","https://w3id.org/var#","https://fundaciontekniker.github.io/a4blue-ontology/var/ontology/ontology.xml","https://fundaciontekniker.github.io/a4blue-ontology/var/ontology/ontology.ttl","","zaskun Fernandez,Patricia Casla,Iker Esnaola-Gonzalez","CC-BY 4.0"
"visualization4ExtruOnt","yes","Information not available","A Sensor4ExtruOnt module to represent the different types of visualizations for the sensor's data.","Information not available","2019-04-01","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/docs/","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/visualization4ExtruOnt","http://bdi.si.ehu.es/bdi/ontologies/ExtruOnt/visualization4ExtruOnt.owl","","","BDI - Interoperable Databases GroupUniversity of the Basque Country UPV/EHU","CC-BY 4.0"
"Volkswagen Vehicles Ontology","yes","VVO","A vocabulary for describing Volkswagen-specific features of automobiles and their components.","1.0","2022-02-11","https://www.w3.org/2001/sw/sweo/public/UseCases/Volkswagen/Volkswagen.pdf","http://purl.org/vvo/ns#","https://data.industryportal.enit.fr/ontologies/VVO/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942&download_format=rdf","","","Martin Hepp","CC-BY 3.0"
"Washer Machine Vocabulary","yes","Information not available","Vocabulary to describe washing machines.","1.0","Information not available","http://www.ebusiness-unibw.org/ontologies/opdm/washingmachine.html","http://purl.org/opdm/washingmachine#","http://purl.org/opdm/washingmachine#","","","Martin Hepp,Bene Rodriguez-Castro,László Török","CC-BY 3.0"
"Waste Categories","yes","Information not available","Waste categories are defined on the basis of the statistical European Waste Classification (EWC-Stat), which is a substance-oriented nomenclature and which has been specially created for EU waste statistics. The 51 waste categories that must be reported in waste generation include 21 hazardous waste categories and 30 non-hazardous waste categories.","Information not available","2023-12-19","https://showvoc.op.europa.eu/#/datasets/ESTAT_Waste_categories/metadata","http://data.europa.eu/6p8/waste/","","","https://showvoc.op.europa.eu/#/datasets/ESTAT_Waste_categories/metadata","Eurostat","Information not available"
"WoT Digital Twin Ontology","yes","WoTDT","Digital Twin ontology used to define Digital Twins and Semantic Digital Twins by dimensions using Web of Things.","0.3.0","2024-02-22","https://oeg-upm.github.io/WoT-DT-ontology/OnToology/dt-ontology.ttl/documentation/index-en.html","https://w3id.org/def/digitaltwin#","https://oeg-upm.github.io/WoT-DT-ontology/OnToology/dt-ontology.ttl/documentation/ontology.owl","https://oeg-upm.github.io/WoT-DT-ontology/OnToology/dt-ontology.ttl/documentation/ontology.ttl","","Salvador González Gerpe","CC-BY 4.0"
"Z-BRE4K semantic model","yes","Z-BRE4K","The Z-BRE4K semantic model in the form of ontology is designed to serve as a common reference model for annotation and description of knowledge to represent manufacturing system performance.","0.1","2018-12-12","https://www.z-bre4k.eu/","http://www.Z-bre4k.org/ontology","https://data.industryportal.enit.fr/ontologies/Z-BRE4K/submissions/1/download?apikey=019adb70-1d64-41b7-8f6e-8f7e5eb54942","","","Information not available","Information not available"
"AffectedBy Ontology-Design-Pattern","no","Information not available","The AffectedBy ODP consists of two classes aff:FeatureOfInterest and aff:Quality; and three properties aff:influencedBy, aff:belongsTo, and aff:affectedBy.","1.2","2020-11-17","https://iesnaola.github.io/AffectedBy/index-en.html","https://w3id.org/affectedBy","https://iesnaola.github.io/AffectedBy/ontology/ontology.owl","https://iesnaola.github.io/AffectedBy/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY 4.0"
"Annotation (IEEE1872)","no","Information not available","Ontology for annotation properties used in IEEE1872-owl.","1.0","2017-11-24","https://github.com/srfiorini/IEEE1872-owl","http://purl.org/ieee1872-owl/annotation","http://purl.org/ieee1872-owl/annotation#","","","Sandro Rama Fiorini","CC-BY 4.0"
"Annotations","no","Information not available","Defines annotations used in EMMO Ontology.","1.0.0-beta","2020-12-10","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/top/annotations#","","https://raw.githubusercontent.com/emmo-repo/EMMO/master/top/annotations.ttl","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Atomistic","no","Information not available","An EMMO-based domain ontology for atomistic and electronic modelling.","0.0.1","2021-05-07","https://github.com/emmo-repo/domain-atomistic","http://emmo.info/domain-atomistic","","https://raw.githubusercontent.com/emmo-repo/domain-atomistic/master/atomistic.ttl","","Francesca L. Bleken,Jesper Friis","CC-BY 4.0"
"Basic Access Control ontology","no","Information not available","Defines the class Authorization and its essential properties, and also some classes of access such as read and write.","Information not available","Information not available","https://www.w3.org/wiki/WebAccessControl","http://www.w3.org/ns/auth/acl","","http://www.w3.org/ns/auth/acl","","W3C","Information not available"
"Bibliographic Ontology","no","BIBO","A Semantic Web vocabulary for expressing citations and bibliographic references.","1.3","2016-05-11","https://www.dublincore.org/specifications/bibo/bibo/","http://purl.org/ontology/bibo/","","https://www.dublincore.org/specifications/bibo/bibo/bibo.ttl","","Bruce D'Arcus,Frédérick Giasson","CC-BY 4.0"
"BFO 2020","no","BFO","Basic Formal Ontology implemented in the Web Ontology Language (OWL 2) with direct semantics.","v2024-01-19","2024-02-07","https://github.com/BFO-ontology/BFO-2020","http://purl.obolibrary.org/obo/bfo.owl","https://raw.githubusercontent.com/BFO-ontology/BFO-2020/master/src/owl/bfo-core.owl","https://raw.githubusercontent.com/BFO-ontology/BFO-2020/master/src/owl/bfo-core.ttl","","Ana Teresa Correia,Arkopaul Sarkar,Barry Smith,Boonserm Kulvatunyou,Chris Will,Dusan Sormaz,Elisa Kendall,Farhad Ameri,Jim Logan,Melinda Hodkiewicz,Milos Drobnjakovic,Will Sobel (no creators,but long contributors list)","CC-BY 4.0"
"BIO: A vocabulary for biographical information","no","BIO","This document describes a vocabulary for describing biographical information about people, both living and dead.","Information not available","2010-05-10","https://vocab.org/bio/","http://purl.org/vocab/bio/0.1/","https://vocab.org/bio/schema.rdf","","","Ian Davis,David Galbraith","CC-BY 1.0"
"Concepts to be moved to EMMO","no","Information not available","Information not available","0.3","2024-03-22","https://github.com/emmo-repo/domain-microstructure","https://w3id.org/emmo/domain/microstructure/for_emmo","https://w3id.org/emmo/domain/microstructure/for_emmo","","","Astrid Marthinsen,Georg J. Schmitz,Jesper Friis,Sylvain Gouttebroze,Tomas Manik,Ulrike Cihak-Bayr","CC-BY 4.0"
"Citation Typing Ontology","no","CiTO","Ontology written in OWL 2 DL to enable characterization of the nature or type of citations, both factually and rhetorically, and to permit these descriptions to be published on the Web.","2.8.1","2018-02-16","http://www.sparontologies.net/ontologies/cito","http://purl.org/spar/cito/","https://sparontologies.github.io/cito/current/cito.owl","https://sparontologies.github.io/cito/current/cito.ttl","","David Shotton,Silvio Peroni","CC-BY 4.0"
"Creative Commons (webresourceorg/cc/)","no","Information not available","The CC schema lets you describe copyright licenses in RDF.","Information not available","Information not available","https://web.resource.org/cc/","http://web.resource.org/cc/","https://web.resource.org/cc/schema.rdf","","","Information not available","Information not available"
"Creative Commons (creativecommonsorg)","no","CC","The Creative Commons Rights Expression Language (ccREL) lets you describe copyright licenses in RDF.","Information not available","Information not available","https://creativecommons.org/ns","http://creativecommons.org/ns#","https://creativecommons.org/schema.rdf","","","Information not available","CC-BY 4.0"
"Data Catalog Vocabulary","no","DCAT","DCAT is an RDF vocabulary designed to facilitate interoperability between data catalogs published on the Web.","2.0","2024-01-18","https://www.w3.org/TR/vocab-dcat-2/","http://www.w3.org/ns/dcat#","https://www.w3.org/ns/dcat.rdf","https://www.w3.org/ns/dcat.ttl","","Riccardo Albertoni,David Browning,Simon Cox,Alejandra Gonzalez Beltran,Andrea Perego,Peter Winstanley and further contributors","CC-BY 4.0"
"Datatype Ontology","no","Information not available","Information not available","1.2","Information not available","https://www.linkedmodel.org/","http://www.linkedmodel.org/schema/dtype","http://www.linkedmodel.org/schema/dtype#","","","Information not available","CC-BY-SA 3.0"
"Digital Construction Agents","no","DICA","Agents ontology formalize the representation of the actors and stakeholders over the construction lifecycle, to support data sharing of the social, organizational and contractural relations.","0.5","2021-04-12","https://digitalconstruction.github.io/Agents/v/0.5/","https://w3id.org/digitalconstruction/0.5/Agents","","https://digitalconstruction.github.io/Agents/v/0.5/agents.ttl","","Seppo Törmä,Yuan Zheng","CC-BY 4.0"
"Digital Construction Contexts","no","DICC","Context ontology provides the basic representation mechanisms for multi-context information present in all contruction and renovation projects, including planned and actual values, as-designed and as-built models, and different levels of detail/development.","0.5","2019-12-20","https://digitalconstruction.github.io/Contexts/v/0.5/","https://w3id.org/digitalconstruction/0.5/Contexts","","https://digitalconstruction.github.io/Contexts/v/0.5/contexts.ttl","","Seppo Törmä,Yuan Zheng","CC-BY 4.0"
"Digital Construction Energy","no","DICES","An ontology for energy systems and energy efficiency in the construction and renovation domain.","0.5","2022-06-29","https://digitalconstruction.github.io/Energy/v/0.5/","https://w3id.org/digitalconstruction/0.5/Energy","","https://digitalconstruction.github.io/Energy/v/0.5/energy.ttl","","Kostas Tsatsakis,Spiros Kousouris","CC-BY 4.0"
"Digital Construction Entities","no","DICE","Digital Construction Entities Ontology defines the basic classes and properties needed for the representation of construction and renovation projects.","0.5","2021-03-31","https://digitalconstruction.github.io/Entities/v/0.5/","https://w3id.org/digitalconstruction/0.5/Entities","","https://digitalconstruction.github.io/Entities/v/0.5/entities.ttl","","Seppo Törmä,Yuan Zheng","CC-BY 4.0"
"Digital Construction Information","no","DICI","Digital Construction Information ontology defines the representation of information content entities in construction and renovation, including models, plans, scenarios, messages, issues, videos and point clouds.","0.5","2020-03-20","https://digitalconstruction.github.io/Information/v/0.5/","https://w3id.org/digitalconstruction/0.5/Information","","https://digitalconstruction.github.io/Information/v/0.5/information.ttl","","Seppo Törmä,Yuan Zheng","CC-BY 4.0"
"Digital Construction Lifecycle","no","DICL","An ontology to represent the enhancement of building data throughout the construction lifecycle stages.","0.5","2020-06-18","https://digitalconstruction.github.io/Lifecycle/v/0.5/","https://w3id.org/digitalconstruction/0.5/Lifecycle","","https://digitalconstruction.github.io/Lifecycle/v/0.5/lifecycle.ttl","","Janakiram Karlapudi","CC-BY 4.0"
"Digital Construction Materials","no","DICM","The Material Ontology defining the main concepts of building material, type and its properties.","0.5","2021-04-21","https://digitalconstruction.github.io/Materials/v/0.5/","https://w3id.org/digitalconstruction/0.5/Materials","","https://digitalconstruction.github.io/Materials/v/0.5/materials.ttl","","Janakiram Karlapudi,Prathap Valluru","CC-BY 4.0"
"Digital Construction Occupancy","no","DICOP","Digital Construction Occupancy ontology represents those aspects of construction and renovation projects that concern the comfort, safety and health of occupants, including visual and thermal comfort, indoor air quality and building acoustics, as well as related sensor observations.","0.5","2020-04-24","https://digitalconstruction.github.io/Occupancy/v/0.5/","https://w3id.org/digitalconstruction/0.5/Occupancy","","https://digitalconstruction.github.io/Occupancy/v/0.5/occupancy.ttl","","Kostas Tsatsakis,Spiros Kousouris","CC-BY 4.0"
"Digital Construction Processes","no","DICP","Processes ontology defines the concepts and relations for activities and resources.","0.5","2021-04-15","https://digitalconstruction.github.io/Processes/v/0.5/","https://w3id.org/digitalconstruction/0.5/Processes","","https://digitalconstruction.github.io/Processes/v/0.5/processes.ttl","","Seppo Törmä,Yuan Zheng","CC-BY 4.0"
"Digital Construction Units","no","DICU","Digital Construction Units vocabulary defines units and quantity kinds that are specific to construction and renovation projects, for instance, concerning energy simulation results.","0.5","2021-05-12","https://digitalconstruction.github.io/Units/v/0.5/","http://w3id.org/digitalconstruction/0.5/Units","","https://digitalconstruction.github.io/Units/v/0.5/units.ttl","","Seppo Törmä","Information not available"
"Digital Construction Variables","no","DICV","Ontology of properties, property states, measurements, constraints, and values.","0.5","2021-04-06","https://digitalconstruction.github.io/Variables/v/0.5/","https://w3id.org/digitalconstruction/0.5/Variables","","https://digitalconstruction.github.io/Variables/v/0.5/variables.ttl","","Seppo Törmä","CC-BY 4.0"
"DOAP vocabulary","no","DOAP","The Description of a Project (DOAP) vocabulary, described using W3C RDF Schema and the Web Ontology Language.","Information not available","2022-03-13","https://github.com/ewilderj/doap","http://usefulinc.com/ns/doap#","http://usefulinc.com/ns/doap#","","","Edd Wilder-James","Apache License 2.0"
"DOLCE+DnS Ultralite","no","Information not available","It is a simplification of some parts of the DOLCE Lite-Plus library (cf. http://www.ontologydesignpatterns.org/ont/dul/DLP397.owl).","4.1","Information not available","Information not available","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl","","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl","","Aldo Gangemi (There could be further creators)","Information not available"
"Dublin Core extensions of the W3C Provenance Interchange Ontology (PROV-O)","no","Information not available","It describes a partial mapping from Dublin Core Terms to the PROV-O OWL2 ontology.","Information not available","2013-04-30","http://www.w3.org/TR/2013/NOTE-prov-dc-20130430/","http://www.w3.org/ns/prov-dc#","","http://www.w3.org/ns/prov-dc#","","Provenance Working Group (http://www.w3.org/2011/prov/wiki/Main_Page)","W3C Document License (2023)"
"Dublin Core Metadata Element Set","no","DCElements","Dublin Core is a set of fifteen main metadata items for describing digital or physical resources.","1.1","2013-01-03","https://www.dublincore.org/specifications/dublin-core/dcmi-terms/","http://purl.org/dc/elements/1.1/","https://raw.githubusercontent.com/dcmi/vocabtool/master/build/dcelements.rdf","https://raw.githubusercontent.com/dcmi/vocabtool/master/build/dcelements.ttl","","Dublin Core Metadata Initiative","CC-BY 4.0"
"Dublin Core Metadata Terms","no","DCTerms","Dublin Core is a set of fifteen main metadata items for describing digital or physical resources.","1.1","2013-01-03","https://www.dublincore.org/specifications/dublin-core/dces/","http://purl.org/dc/terms/","https://raw.githubusercontent.com/dcmi/vocabtool/master/build/dcterms.rdf","https://raw.githubusercontent.com/dcmi/vocabtool/master/build/dcterms.ttl","","Dublin Core Metadata Initiative","CC-BY 4.0"
"EMMO cif_core","no","Information not available","CIF core ontology generated from the CIF core definitions at https://raw.githubusercontent.com/COMCIFS/cif_core/master/.","0.1.0","2023-11-09","https://github.com/emmo-repo/CIF-ontology","http://emmo.info/domain-crystallography/cif_core","","https://raw.githubusercontent.com/emmo-repo/CIF-ontology/gh-pages/versions/0.1.0/cif_core.ttl","","Jesper Friis","CC-BY 4.0"
"EMMO inferred chemistry2","no","Information not available",".","1.0.0-beta","Information not available","https://github.com/emmo-repo/EMMO","https://emmo-repo.github.io/versions/1.0.0-beta/emmo-inferred-chemistry2.ttl","","https://emmo-repo.github.io/versions/1.0.0-beta/emmo-inferred-chemistry2.ttl","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"EMMO top-level ontology","no","Information not available","The EMMO top module is a container for EMMO top-level ontology.","1.0.0-beta","2020-12-05","https://github.com/emmo-repo/EMMO","http://emmo.info/emmo/top","","http://emmo.info/emmo/1.0.0-beta/top","","Adham Hashibon,Emanuele Ghedini,Georg Schmitz,Gerhard Goldbeck,Jesper Friis","CC-BY 4.0"
"Encyclopedia of Life Ontology","no","Information not available","This is the initial vocabulary for the Encyclopedia of Life Linked Open Data Set.","0.19","2013-05-18","Information not available","http://purl.org/biodiversity/eol/","http://purl.org/biodiversity/eol/","","","Peter J. DeVries","Information not available"
"Execution-Executor-Procedure Ontology-Design-Pattern","no","EEP","The Execution-Executor-Procedure (EEP) ODP extends the AffectedBy ODP to support data analysts making further queries to discover sensors or actuators that observe or act on a given property of a space.","1.1","2021-01-28","https://iesnaola.github.io/EEP/index-en.html","https://w3id.org/eep","","https://iesnaola.github.io/EEP/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY 4.0"
"Execution ontology module for the EEPSA Ontology","no","Information not available","This ontology module describes the Execution terminology under the eep:Execution class for the EEPSA Ontology.","1.4","2021-01-18","https://iesnaola.github.io/eepsa/EXN4EEPSA/index-en.html","https://w3id.org/eepsa/exn4eepsa","https://iesnaola.github.io/eepsa/EXN4EEPSA/ontology/ontology.owl","https://iesnaola.github.io/eepsa/EXN4EEPSA/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY-NC 4.0"
"Executor ontology module for the EEPSA Ontology","no","Information not available","This ontology module describes the Executor terminology under the eep:Executor class for the EEPSA Ontology.","1.1","2021-01-28","https://iesnaola.github.io/eepsa/EXR4EEPSA/index-en.html","https://w3id.org/eepsa/exr4eepsa","https://iesnaola.github.io/eepsa/EXR4EEPSA/ontology/ontology.owl","https://iesnaola.github.io/eepsa/EXR4EEPSA/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY-NC 4.0"
"Expert Knowledge module for the EEPSA Ontology","no","Information not available","This ontology module covers the expert knowledge for the EEPSA Ontology.","1.1","2022-03-21","https://iesnaola.github.io/eepsa/EK4EEPSA/index-en.html","https://w3id.org/eepsa/ek4eepsa","https://iesnaola.github.io/eepsa/EK4EEPSA/ontology/ontology.owl","https://iesnaola.github.io/eepsa/EK4EEPSA/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY-NC 4.0"
"Expression of Core FRBR Concepts in RDF","no","FRBR","This vocabulary is an expression in RDF of the concepts and relations described in the IFLA report on the Functional Requirements for Bibliographic Records (FRBR).","Information not available","2005-08-09","https://vocab.org/frbr/core","http://purl.org/vocab/frbr/core#","http://purl.org/vocab/frbr/frbr-core-20050810.rdf","","","Ian Davis,Richard Newman","CC-BY 2.0"
"Extensible Markup Language","no","XML","XML is a markup language and file format for storing,transmitting,and reconstructing arbitrary data.","1.1","2006-09-29","https://www.w3.org/XML/1998/namespace","http://www.w3.org/XML/1998/namespace","","","","Tim Bray,Jean Paoli,Michael Sperberg-McQueen,Eve Maler,François Yergeau,John W. Cowan","W3C Document License (2023)"
"Extensible Markup Language Schema","no","XSD","XML Schema specifies how to formally describe the elements in an Extensible Markup Language (XML) document.","1.1","2012-04-05","https://www.w3.org/TR/xmlschema11-1/,https://www.w3.org/TR/xmlschema11-2/","http://www.w3.org/2001/XMLSchema#","","","","Shudi (Sandy) Gao 高殊镝,C. M. Sperberg-McQueen,Henry S. Thompson","W3C Document License (2023)"
"Feature of Interest module for the EEPSA Ontology","no","Information not available","This ontology module describes the Feature of Interest terminology under the aff:FeatureOfInterest class for the EEPSA Ontology.","1.2","2021-01-28","https://iesnaola.github.io/eepsa/FoI4EEPSA/index-en.html","https://w3id.org/eepsa/foi4eepsa#","https://iesnaola.github.io/eepsa/FoI4EEPSA/ontology/ontology.owl","https://iesnaola.github.io/eepsa/FoI4EEPSA/ontology/ontology.ttl","","Iker Esnaola-Gonzalez,Jesús Bermúdez","CC-BY-NC 4.0"
"Friend of a Friend","no","FOAF","FOAF is a project devoted to linking people and information using the Web.","0.99","2014-01-14","http://xmlns.com/foaf/spec/","http://xmlns.com/foaf/0.1/","http://xmlns.com/foaf/spec/index.rdf","","","Dan Brickley,Libby Miller","CC-BY 1.0"
"OBO Format Metamodel","no","Information not available","OBO Format metamodel, which is a meta-ontology and therefore self-describing.","Information not available","2019-02-20","https://github.com/geneontology/go-ontology/tree/master","http://www.geneontology.org/formats/oboInOwl#","https://raw.githubusercontent.com/geneontology/go-ontology/master/contrib/oboInOwl","","","Information not available","Information not available"
"GeoSPARQL Ontology","no","GeoSPARQL","An RDF/OWL vocabulary for representing spatial information.","1.1","2024-01-12","https://opengeospatial.github.io/ogc-geosparql/","http://www.opengis.net/ont/geosparql","","https://raw.githubusercontent.com/opengeospatial/ogc-geosparql/master/vocabularies/geo.ttl","","OGC GeoSPARQL Standards Working Group","OGC Document License Agreement"
